Row	BroodID	PopID	BreedingSeason	Species	Plot	LocationID	FemaleID	MaleID	ClutchType_observed	ClutchType_calculated	LayDate	LayDateError	ClutchSize	ClutchSizeError	HatchDate	HatchDateError	BroodSize	BroodSizeError	FledgeDate	FledgeDateError	NumberFledged	NumberFledgedError	AvgEggMass	NumberEggs	AvgChickMass	NumberChicksMass	AvgTarsus	NumberChicksTarsus	ExperimentID
5286	2008_rou_371_1	ROU	2008	CYACAE	rou	rou_371_NB	5535063	5257777	first	first	08/04/2008	NA	11	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5287	2008_rou_153_1	ROU	2008	CYACAE	rou	rou_153_NB	5535064	NA	first	first	10/04/2008	NA	12	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5288	2008_rou_359_3	ROU	2008	CYACAE	rou	rou_359_NB	5535064	5116000	replacement	replacement	04/05/2008	NA	9	NA	21/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5289	2008_rou_71_1	ROU	2008	CYACAE	rou	rou_71_NB	5535065	5118990	first	first	09/04/2008	NA	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5290	2008_rou_356_1	ROU	2008	CYACAE	rou	rou_356_NB	5535067	5117988	first	first	10/04/2008	NA	16	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5291	2008_ava_16_1	MUR	2008	CYACAE	ava	ava_16_NB	5535103	5535146	first	first	06/04/2008	NA	8	NA	26/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5292	2008_fel_9_1	MUR	2008	CYACAE	fel	fel_9_NB	5535106	5535105	first	first	06/04/2008	NA	7	NA	25/04/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5293	2008_mur_22_1	MUR	2008	CYACAE	mur	mur_22_NB	5535107	4736543	first	first	05/04/2008	NA	9	NA	27/04/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5294	2008_mur_72_1	MUR	2008	CYACAE	mur	mur_72_NB	5535109	non-ident-ab2008_1	first	first	05/04/2008	NA	9	NA	26/04/2008	NA	9	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5295	2008_mur_35_1	MUR	2008	CYACAE	mur	mur_35_NB	5535127	5535145	first	first	08/04/2008	NA	8	NA	28/04/2008	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5296	2008_gra_13_1	MUR	2008	CYACAE	gra	gra_13_NB	5535135	4736257	first	first	13/04/2008	NA	5	NA	01/05/2008	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5297	2008_fil_7_1	MUR	2008	CYACAE	fil	fil_7_NB	5535142	4736681	first	first	10/04/2008	NA	7	NA	30/04/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5298	2008_mur_101_1	MUR	2008	CYACAE	mur	mur_101_NB	5535143	4736623	first	first	09/04/2008	NA	8	NA	28/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5299	2008_mur_99_1	MUR	2008	CYACAE	mur	mur_99_NB	5535144	NA	first	first	06/04/2008	NA	10	NA	28/04/2008	NA	10	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5300	2008_ava_9_1	MUR	2008	CYACAE	ava	ava_9_NB	5535148	4736297	first	first	04/04/2008	NA	8	NA	26/04/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5301	2008_mur_55_1	MUR	2008	CYACAE	mur	mur_55_NB	5535150	4959179	first	first	31/03/2008	NA	11	NA	23/04/2008	NA	11	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA
5302	2008_mur_40_1	MUR	2008	CYACAE	mur	mur_40_NB	5535151	4736177	first	first	02/04/2008	NA	9	NA	23/04/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5303	2008_mur_89_1	MUR	2008	CYACAE	mur	mur_89_NB	5535152	5535108	first	first	04/04/2008	NA	8	NA	25/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5304	2008_mur_54_1	MUR	2008	CYACAE	mur	mur_54_NB	5535153	5257380	first	first	04/04/2008	NA	9	NA	25/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5305	2008_mur_58_1	MUR	2008	CYACAE	mur	mur_58_NB	5535154	4736528	first	first	04/04/2008	NA	8	NA	25/04/2008	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5306	2008_mur_109_1	MUR	2008	CYACAE	mur	mur_109_NB	5535155	5257365	first	first	05/04/2008	NA	10	NA	26/04/2008	NA	10	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5307	2008_mur_43_1	MUR	2008	CYACAE	mur	mur_43_NB	5535162	4736381	first	first	06/04/2008	NA	9	NA	26/04/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5308	2008_fel_5_1	MUR	2008	CYACAE	fel	fel_5_NB	5535164	5257443	first	first	03/04/2008	NA	10	NA	26/04/2008	NA	10	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
5309	2008_mur_30_1	MUR	2008	CYACAE	mur	mur_30_NB	5535165	4960641	first	first	08/04/2008	NA	10	NA	29/04/2008	NA	10	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
5310	2008_mur_38_1	MUR	2008	CYACAE	mur	mur_38_NB	5535174	5117234	first	first	13/04/2008	NA	7	NA	02/05/2008	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5311	2008_mur_31_1	MUR	2008	CYACAE	mur	mur_31_NB	5535175	4736334	first	first	09/04/2008	NA	9	NA	02/05/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5312	2008_ava_4_1	MUR	2008	CYACAE	ava	ava_4_NB	5535185	5535184	first	first	11/04/2008	NA	9	NA	02/05/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5313	2008_ava_10_1	MUR	2008	CYACAE	ava	ava_10_NB	5535186	NA	first	first	10/04/2008	NA	7	NA	02/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5314	2008_fel_12_1	MUR	2008	CYACAE	fel	fel_12_NB	5535266	5535211	first	first	24/03/2008	NA	10	NA	17/04/2008	NA	10	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA
5315	2008_ava_13_1	MUR	2008	CYACAE	ava	ava_13_NB	5535420	5535419	first	first	13/04/2008	NA	6	NA	02/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5316	2008_ava_7_1	MUR	2008	CYACAE	ava	ava_7_NB	5535438	5257241	first	first	13/04/2008	NA	8	NA	05/05/2008	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5317	2008_ava_8_1	MUR	2008	CYACAE	ava	ava_8_NB	5535440	5535439	first	first	14/04/2008	NA	8	NA	04/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5318	2008_ava_1_1	MUR	2008	CYACAE	ava	ava_1_NB	5535441	5116097	first	first	13/04/2008	NA	8	NA	04/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5319	2008_ava_17_1	MUR	2008	CYACAE	ava	ava_17_NB	5535442	5535419	first	first	16/04/2008	NA	7	NA	04/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5320	2008_mur_93_3	MUR	2008	CYACAE	mur	mur_93_NB	5535443	5535709	replacement	first	15/04/2008	NA	6	NA	04/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5321	2008_ari_16_1	MUR	2008	CYACAE	ari	ari_16_NB	5535446	5535450	first	first	15/04/2008	NA	7	NA	06/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5322	2008_fel_15_1	MUR	2008	CYACAE	fel	fel_15_NB	5535598	5535600	first	first	30/03/2008	NA	9	NA	22/04/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5323	2008_mur_95_1	MUR	2008	CYACAE	mur	mur_95_NB	5535609	4961577	first	first	07/04/2008	NA	9	NA	29/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5324	2008_mur_44_1	MUR	2008	CYACAE	mur	mur_44_NB	5535618	4960629	first	first	13/04/2008	NA	9	NA	04/05/2008	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5325	2008_fil_11_1	MUR	2008	CYACAE	fil	fil_11_NB	5535746	4487782	first	first	16/04/2008	NA	9	NA	07/05/2008	NA	8	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
5326	2008_mur_110_1	MUR	2008	CYACAE	mur	mur_110_NB	5535794	5535795	first	first	20/04/2008	NA	8	NA	10/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5327	2008_ari_9_1	MUR	2008	CYACAE	ari	ari_9_NB	5535827	5535825	first	first	22/04/2008	NA	6	NA	10/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5328	2008_gra_5_1	MUR	2008	CYACAE	gra	gra_5_NB	5535843	5118536	first	first	22/04/2008	NA	6	NA	11/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5329	2008_gra_7_1	MUR	2008	CYACAE	gra	gra_7_NB	5535848	4737727	first	replacement	25/04/2008	NA	5	NA	13/05/2008	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5330	2008_ari_3_1	MUR	2008	CYACAE	ari	ari_3_NB	5535870	5535869	first	replacement	30/04/2008	NA	6	NA	18/05/2008	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5331	2008_ari_22_1	MUR	2008	CYACAE	ari	ari_22_NB	5535890	5116315	first	replacement	29/04/2008	NA	7	NA	18/05/2008	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5332	2008_mur_21_1	MUR	2008	CYACAE	mur	mur_21_NB	5535916	NA	first	replacement	26/04/2008	NA	5	NA	12/05/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5333	2008_mur_33_1	MUR	2008	CYACAE	mur	mur_33_NB	5535917	5257199	first	first	23/04/2008	NA	5	NA	12/05/2008	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5334	2008_gra_14_1	MUR	2008	CYACAE	gra	gra_14_NB	5535936	5257418	first	first	23/04/2008	NA	7	NA	11/05/2008	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5335	2008_fil_14_1	MUR	2008	CYACAE	fil	fil_14_NB	5535937	5257027	first	replacement	25/04/2008	NA	7	NA	14/05/2008	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5336	2008_gra_8_1	MUR	2008	CYACAE	gra	gra_8_NB	5535960	4960754	first	replacement	28/04/2008	NA	6	NA	16/05/2008	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5337	2008_mur_97_3	MUR	2008	CYACAE	mur	mur_97_NB	5535979	NA	replacement	replacement	29/04/2008	NA	5	NA	17/05/2008	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5338	2008_rou_370_1	ROU	2008	CYACAE	rou	rou_370_NB	5545131	NA	first	first	06/04/2008	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5339	2008_rou_1_3	ROU	2008	CYACAE	rou	rou_1_NB	5545131	5257892	replacement	replacement	18/04/2008	NA	8	NA	13/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5340	2008_rou_321_1	ROU	2008	CYACAE	rou	rou_321_NB	5545132	5117453	first	first	08/04/2008	NA	12	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5341	2008_rou_321_3	ROU	2008	CYACAE	rou	rou_321_NB	5545132	5117453	replacement	replacement	28/04/2008	NA	8	NA	14/05/2008	NA	8	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5342	2008_rou_101_3	ROU	2008	CYACAE	rou	rou_101_NB	5545439	NA	replacement	replacement	28/04/2008	NA	8	NA	16/05/2008	NA	8	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
5343	2008_pir_70_1	PIR	2008	CYACAE	pir	pir_70_NB	5563193	4960476	first	first	30/04/2008	NA	8	NA	21/05/2008	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5344	2008_mur_77_1	MUR	2008	CYACAE	mur	mur_77_NB	5563309	4960784	first	first	06/04/2008	NA	8	NA	27/04/2008	NA	8	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5345	2008_ari_23_1	MUR	2008	CYACAE	ari	ari_23_NB	5563323	5257033	first	first	19/04/2008	NA	8	NA	08/05/2008	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5346	2008_ava_12_1	MUR	2008	CYACAE	ava	ava_12_NB	5563391	4736226	first	first	11/04/2008	NA	8	NA	03/05/2008	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5347	2008_pir_34_1	PIR	2008	CYACAE	pir	pir_34_NB	5563438	5117537	first	first	01/05/2008	NA	8	NA	22/05/2008	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	TRUE
5348	2008_pir_124_1	PIR	2008	CYACAE	pir	pir_124_NB	5563439	5116804	first	first	06/05/2008	NA	8	NA	27/05/2008	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5349	2008_pir_103_1	PIR	2008	CYACAE	pir	pir_103_NB	5563540	5563670	first	first	08/05/2008	NA	6	NA	27/05/2008	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
5350	2008_pir_43_1	PIR	2008	CYACAE	pir	pir_43_NB	5563558	5563976	first	first	14/05/2008	NA	6	NA	04/06/2008	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5351	2008_pir_64_1	PIR	2008	CYACAE	pir	pir_64_NB	5563590	5116884	first	first	05/05/2008	NA	7	NA	27/05/2008	NA	7	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	TRUE
5352	2008_pir_134_1	PIR	2008	CYACAE	pir	pir_134_NB	5563600	NA	first	first	08/05/2008	NA	8	NA	31/05/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5353	2008_pir_88_1	PIR	2008	CYACAE	pir	pir_88_NB	5563622	5117579	first	first	09/05/2008	NA	5	NA	28/05/2008	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	TRUE
5354	2008_pir_87_1	PIR	2008	CYACAE	pir	pir_87_NB	5563679	5116877	first	first	14/05/2008	NA	6	NA	02/06/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5355	2008_rou_239_3	ROU	2008	CYACAE	rou	rou_239_NB	5563698	4558399	replacement	replacement	22/04/2008	NA	10	NA	12/05/2008	NA	9	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
5356	2008_pir_203_1	PIR	2008	CYACAE	pir	pir_203_NB	5563935	5563214	first	first	07/05/2008	NA	7	NA	26/05/2008	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5357	2008_pir_75_1	PIR	2008	CYACAE	pir	pir_75_NB	5563936	5116496	first	first	06/05/2008	NA	7	NA	29/05/2008	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5358	2008_pir_106_1	PIR	2008	CYACAE	pir	pir_106_NB	5563956	5563159	first	first	21/05/2008	NA	7	NA	08/06/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5359	2008_pir_47_1	PIR	2008	CYACAE	pir	pir_47_NB	5563957	NA	first	first	16/05/2008	NA	7	NA	04/06/2008	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5360	2008_pir_48_1	PIR	2008	CYACAE	pir	pir_48_NB	5563958	5563436	first	first	15/05/2008	NA	4	NA	03/06/2008	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5361	2008_pir_132_1	PIR	2008	CYACAE	pir	pir_132_NB	5563968	5563967	first	first	19/05/2008	NA	6	NA	05/06/2008	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5362	2008_pir_38_1	PIR	2008	CYACAE	pir	pir_38_NB	5563975	NA	first	first	22/05/2008	NA	6	NA	11/06/2008	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5363	2008_rou_182_3	ROU	2008	CYACAE	rou	rou_182_NB	5994100	5257908	replacement	replacement	22/05/2008	NA	6	NA	10/06/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5364	2008_rou_335_3	ROU	2008	CYACAE	rou	rou_335_NB	5994467	5257883	replacement	replacement	29/04/2008	NA	8	NA	17/05/2008	NA	8	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5365	2008_gra_19_1	MUR	2008	CYACAE	gra	gra_19_NB	5995623	4961840	first	replacement	01/05/2008	NA	6	NA	23/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5366	2008_fel_14_1	MUR	2008	CYACAE	fel	fel_14_NB	NA	5535102	first	first	31/03/2008	NA	8	NA	23/04/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5367	2008_rou_352_1	ROU	2008	CYACAE	rou	rou_352_NB	NA	NA	first	first	31/03/2008	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5368	2008_mur_93_1	MUR	2008	CYACAE	mur	mur_93_NB	NA	NA	first	first	01/04/2008	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5369	2008_rou_65_1	ROU	2008	CYACAE	rou	rou_65_NB	NA	5115356	first	first	02/04/2008	NA	10	NA	26/04/2008	NA	10	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5370	2008_mur_51_1	MUR	2008	CYACAE	mur	mur_51_NB	NA	4960720	first	first	03/04/2008	NA	8	NA	23/04/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5371	2008_rou_15_1	ROU	2008	CYACAE	rou	rou_15_NB	NA	NA	first	first	03/04/2008	NA	10	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5372	2008_fel_20_1	MUR	2008	CYACAE	fel	fel_20_NB	NA	NA	first	first	04/04/2008	NA	8	NA	25/04/2008	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5373	2008_rou_59_1	ROU	2008	CYACAE	rou	rou_59_NB	NA	NA	first	first	05/04/2008	NA	12	NA	04/05/2008	NA	11	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5374	2008_rou_339_1	ROU	2008	CYACAE	rou	rou_339_NB	NA	NA	first	first	05/04/2008	NA	9	NA	27/04/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5375	2008_rou_51_1	ROU	2008	CYACAE	rou	rou_51_NB	NA	NA	first	first	07/04/2008	NA	12	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5376	2008_rou_313_1	ROU	2008	CYACAE	rou	rou_313_NB	NA	NA	first	first	07/04/2008	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5377	2008_rou_375_1	ROU	2008	CYACAE	rou	rou_375_NB	NA	NA	first	first	07/04/2008	NA	11	NA	04/05/2008	NA	11	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5378	2008_rou_341_1	ROU	2008	CYACAE	rou	rou_341_NB	NA	NA	first	first	08/04/2008	NA	8	NA	02/05/2008	NA	8	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA
5379	2008_mur_45_1	MUR	2008	CYACAE	mur	mur_45_NB	NA	4960709	first	first	09/04/2008	NA	9	NA	26/04/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5380	2008_mur_86_1	MUR	2008	CYACAE	mur	mur_86_NB	NA	NA	first	first	09/04/2008	NA	1	NA	03/05/2008	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
5381	2008_rou_17_1	ROU	2008	CYACAE	rou	rou_17_NB	NA	NA	first	first	09/04/2008	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5382	2008_rou_56_1	ROU	2008	CYACAE	rou	rou_56_NB	NA	NA	first	first	09/04/2008	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5383	2008_rou_234_1	ROU	2008	CYACAE	rou	rou_234_NB	NA	NA	first	first	09/04/2008	NA	8	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5384	2008_rou_45_1	ROU	2008	CYACAE	rou	rou_45_NB	NA	NA	first	first	15/04/2008	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5385	2008_rou_334_1	ROU	2008	CYACAE	rou	rou_334_NB	NA	NA	first	first	15/04/2008	NA	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5386	2008_ari_30_1	MUR	2008	CYACAE	ari	ari_30_NB	NA	NA	first	first	16/04/2008	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5387	2008_mur_46_1	MUR	2008	CYACAE	mur	mur_46_NB	NA	NA	first	first	17/04/2008	NA	7	NA	07/05/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5388	2008_rou_369_1	ROU	2008	CYACAE	rou	rou_369_NB	NA	4959639	first	first	17/04/2008	NA	9	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	TRUE
5389	2008_ari_29_1	MUR	2008	CYACAE	ari	ari_29_NB	NA	4595224	first	first	20/04/2008	NA	7	NA	09/05/2008	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5390	2008_ava_5_1	MUR	2008	CYACAE	ava	ava_5_NB	NA	NA	first	first	20/04/2008	NA	7	NA	09/05/2008	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5391	2008_fil_20_1	MUR	2008	CYACAE	fil	fil_20_NB	NA	NA	first	first	23/04/2008	NA	8	NA	14/05/2008	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5392	2008_rou_306_3	ROU	2008	CYACAE	rou	rou_306_NB	NA	5118986	replacement	replacement	23/04/2008	NA	9	NA	13/05/2008	NA	9	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA
5393	2008_rou_318_3	ROU	2008	CYACAE	rou	rou_318_NB	NA	5535041	replacement	replacement	23/04/2008	NA	6	NA	11/05/2008	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5394	2008_rou_303_3	ROU	2008	CYACAE	rou	rou_303_NB	NA	NA	replacement	replacement	24/04/2008	NA	8	NA	12/05/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5395	2008_rou_9_3	ROU	2008	CYACAE	rou	rou_9_NB	NA	5118929	replacement	replacement	25/04/2008	NA	11	NA	17/05/2008	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5396	2008_fil_22_1	MUR	2008	CYACAE	fil	fil_22_NB	NA	NA	first	replacement	26/04/2008	NA	6	NA	15/05/2008	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5397	2008_gra_12_1	MUR	2008	CYACAE	gra	gra_12_NB	NA	NA	first	replacement	26/04/2008	NA	6	NA	13/05/2008	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5398	2008_fil_1_1	MUR	2008	CYACAE	fil	fil_1_NB	NA	NA	first	replacement	28/04/2008	NA	5	NA	15/05/2008	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5399	2008_pir_66_1	PIR	2008	CYACAE	pir	pir_66_NB	NA	NA	first	first	29/04/2008	NA	6	NA	18/05/2008	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5400	2008_pir_71_1	PIR	2008	CYACAE	pir	pir_71_NB	NA	NA	first	first	29/04/2008	NA	6	NA	22/05/2008	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	TRUE
5401	2008_rou_33_3	ROU	2008	CYACAE	rou	rou_33_NB	NA	NA	replacement	replacement	29/04/2008	NA	7	NA	15/05/2008	NA	7	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
5402	2008_rou_161_3	ROU	2008	CYACAE	rou	rou_161_NB	NA	5257838	replacement	replacement	29/04/2008	NA	6	NA	17/05/2008	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
5403	2008_pir_76_1	PIR	2008	CYACAE	pir	pir_76_NB	NA	NA	first	first	30/04/2008	NA	6	NA	20/05/2008	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
5404	2008_rou_305_3	ROU	2008	CYACAE	rou	rou_305_NB	NA	NA	replacement	replacement	30/04/2008	NA	10	NA	20/05/2008	NA	10	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
5405	2008_fil_6_1	MUR	2008	CYACAE	fil	fil_6_NB	NA	NA	first	replacement	01/05/2008	NA	7	NA	20/05/2008	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5406	2008_pir_112_1	PIR	2008	CYACAE	pir	pir_112_NB	NA	NA	first	first	01/05/2008	NA	8	NA	23/05/2008	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
5407	2008_tua_213_1	PIR	2008	CYACAE	tua	tua_213_NB	NA	NA	first	first	01/05/2008	NA	7	NA	22/05/2008	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	TRUE
5408	2008_tua_217_1	PIR	2008	CYACAE	tua	tua_217_NB	NA	NA	first	first	01/05/2008	NA	5	NA	22/05/2008	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	TRUE
5409	2008_pir_9_1	PIR	2008	CYACAE	pir	pir_9_NB	NA	5563124	first	first	02/05/2008	NA	9	NA	23/05/2008	NA	7	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	TRUE
