Row	BroodID	PopID	BreedingSeason	Species	Plot	LocationID	FemaleID	MaleID	ClutchType_observed	ClutchType_calculated	LayDate	LayDateError	ClutchSize	ClutchSizeError	HatchDate	HatchDateError	BroodSize	BroodSizeError	FledgeDate	FledgeDateError	NumberFledged	NumberFledgedError	AvgEggMass	NumberEggs	AvgChickMass	NumberChicksMass	AvgTarsus	NumberChicksTarsus	ExperimentID
1	1976_pir_77_1	PIR	1976	CYACAE	pir	pir_77_NB	NA	NA	first	first	07/05/1976	NA	7	NA	26/05/1976	NA	7	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
2	1976_pir_115_1	PIR	1976	CYACAE	pir	pir_115_NB	NA	NA	first	first	08/05/1976	NA	6	NA	26/05/1976	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
3	1976_pir_100_1	PIR	1976	CYACAE	pir	pir_100_NB	NA	NA	first	first	13/05/1976	NA	5	NA	30/05/1976	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
4	1976_pir_118_1	PIR	1976	CYACAE	pir	pir_118_NB	NA	NA	first	first	14/05/1976	NA	8	NA	04/06/1976	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
5	1976_pir_76_1	PIR	1976	CYACAE	pir	pir_76_NB	NA	NA	first	first	15/05/1976	NA	6	NA	31/05/1976	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
6	1976_pir_5_1	PIR	1976	CYACAE	pir	pir_5_NB	NA	NA	first	first	19/05/1976	NA	6	NA	06/06/1976	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
7	1976_pir_35_1	PIR	1976	CYACAE	pir	pir_35_NB	NA	NA	first	first	19/05/1976	NA	6	NA	06/06/1976	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
8	1976_pir_91_1	PIR	1976	CYACAE	pir	pir_91_NB	NA	NA	first	first	21/05/1976	NA	7	NA	09/06/1976	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
9	1976_pir_4_1	PIR	1976	PERATE	pir	pir_4_NB	NA	NA	first	first	11/04/1976	NA	6	NA	01/05/1976	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
10	1976_pir_87_1	PIR	1976	PERATE	pir	pir_87_NB	NA	NA	first	first	22/04/1976	NA	5	NA	11/05/1976	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
11	1976_pir_96_1	PIR	1976	PERATE	pir	pir_96_NB	NA	NA	first	first	28/04/1976	NA	5	NA	18/05/1976	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
12	1976_pir_44_3	PIR	1976	PERATE	pir	pir_44_NB	NA	NA	replacement	replacement	15/05/1976	NA	5	NA	31/05/1976	NA	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
13	1976_pir_46_3	PIR	1976	PERATE	pir	pir_46_NB	NA	NA	replacement	replacement	18/05/1976	NA	5	NA	05/06/1976	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
14	1976_pir_4_3	PIR	1976	PERATE	pir	pir_4_NB	NA	NA	replacement	replacement	22/05/1976	NA	3	NA	NA	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15	1977_pir_74_1	PIR	1977	CYACAE	pir	pir_74_NB	NA	NA	first	first	30/04/1977	NA	7	NA	20/05/1977	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
16	1977_pir_115_1	PIR	1977	CYACAE	pir	pir_115_NB	NA	NA	first	first	30/04/1977	NA	7	NA	20/05/1977	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
17	1977_pir_76_1	PIR	1977	CYACAE	pir	pir_76_NB	NA	NA	first	first	01/05/1977	NA	10	NA	04/06/1977	NA	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
18	1977_pir_100_1	PIR	1977	CYACAE	pir	pir_100_NB	NA	NA	first	first	08/05/1977	NA	6	NA	23/05/1977	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
19	1977_pir_119_1	PIR	1977	CYACAE	pir	pir_119_NB	NA	NA	first	first	08/05/1977	NA	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
20	1977_pir_87_1	PIR	1977	CYACAE	pir	pir_87_NB	NA	NA	first	first	10/05/1977	NA	4	NA	31/05/1977	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
21	1977_pir_3_1	PIR	1977	CYACAE	pir	pir_3_NB	NA	NA	first	first	13/05/1977	NA	6	NA	01/06/1977	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
22	1977_pir_5_1	PIR	1977	CYACAE	pir	pir_5_NB	NA	NA	first	first	15/05/1977	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
23	1977_pir_37_1	PIR	1977	CYACAE	pir	pir_37_NB	NA	NA	first	first	16/05/1977	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
24	1977_pir_99_1	PIR	1977	CYACAE	pir	pir_99_NB	NA	NA	first	first	16/05/1977	NA	4	NA	02/06/1977	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
25	1977_pir_103_1	PIR	1977	CYACAE	pir	pir_103_NB	NA	NA	first	first	16/05/1977	NA	7	NA	05/06/1977	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
26	1977_pir_35_1	PIR	1977	CYACAE	pir	pir_35_NB	NA	NA	first	first	17/05/1977	NA	7	NA	06/06/1977	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
27	1977_pir_91_1	PIR	1977	CYACAE	pir	pir_91_NB	NA	NA	first	first	18/05/1977	NA	6	NA	06/06/1977	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
28	1977_pir_44_1	PIR	1977	CYACAE	pir	pir_44_NB	NA	NA	first	first	20/05/1977	NA	6	NA	07/06/1977	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
29	1977_pir_89_1	PIR	1977	CYACAE	pir	pir_89_NB	NA	NA	first	first	21/05/1977	NA	6	NA	07/06/1977	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
30	1977_pir_86_1	PIR	1977	CYACAE	pir	pir_86_NB	NA	NA	first	first	24/05/1977	NA	6	NA	12/06/1977	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
31	1977_pir_96_1	PIR	1977	CYACAE	pir	pir_96_NB	NA	NA	first	first	25/05/1977	NA	5	NA	12/06/1977	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
32	1977_pir_36_1	PIR	1977	PERATE	pir	pir_36_NB	NA	NA	first	first	19/04/1977	NA	3	NA	08/05/1977	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
33	1977_pir_4_1	PIR	1977	PERATE	pir	pir_4_NB	NA	NA	first	first	21/04/1977	NA	6	NA	11/05/1977	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
34	1977_pir_996_1	PIR	1977	PERATE	pir	pir_996_NB	NA	NA	first	first	23/04/1977	NA	5	NA	12/05/1977	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
35	1977_pir_6_1	PIR	1977	PERATE	pir	pir_6_NB	NA	NA	first	first	25/04/1977	NA	7	NA	NA	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
36	1977_pir_46_1	PIR	1977	PERATE	pir	pir_46_NB	NA	NA	first	first	06/05/1977	NA	6	NA	26/05/1977	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
37	1977_pir_2_1	PIR	1977	PERATE	pir	pir_2_NB	NA	NA	first	first	07/05/1977	NA	5	NA	23/05/1977	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
38	1977_pir_47_1	PIR	1977	PERATE	pir	pir_47_NB	NA	NA	first	first	07/05/1977	NA	5	NA	10/06/1977	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
39	1977_pir_49_1	PIR	1977	PERATE	pir	pir_49_NB	NA	NA	first	first	07/05/1977	NA	4	NA	29/05/1977	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
40	1977_pir_78_1	PIR	1977	PERATE	pir	pir_78_NB	NA	NA	first	first	11/05/1977	NA	7	NA	01/06/1977	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
41	1977_pir_93_1	PIR	1977	PERATE	pir	pir_93_NB	NA	NA	first	first	13/05/1977	NA	6	NA	01/06/1977	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
42	1977_pir_45_1	PIR	1977	PERATE	pir	pir_45_NB	NA	NA	first	first	15/05/1977	NA	6	NA	04/06/1977	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
43	1978_pir_44_1	PIR	1978	CYACAE	pir	pir_44_NB	NA	NA	first	first	02/05/1978	NA	5	NA	12/06/1978	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
44	1978_pir_100_1	PIR	1978	CYACAE	pir	pir_100_NB	NA	NA	first	first	11/05/1978	NA	6	NA	31/05/1978	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
45	1978_pir_45_1	PIR	1978	CYACAE	pir	pir_45_NB	NA	NA	first	first	12/05/1978	NA	6	NA	31/05/1978	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
46	1978_pir_115_1	PIR	1978	CYACAE	pir	pir_115_NB	NA	NA	first	first	12/05/1978	NA	5	NA	01/06/1978	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
47	1978_pir_77_1	PIR	1978	CYACAE	pir	pir_77_NB	NA	NA	first	first	14/05/1978	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
48	1978_pir_99_1	PIR	1978	CYACAE	pir	pir_99_NB	NA	NA	first	first	14/05/1978	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
49	1978_pir_74_1	PIR	1978	CYACAE	pir	pir_74_NB	NA	NA	first	first	16/05/1978	NA	7	NA	05/06/1978	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
50	1978_pir_87_1	PIR	1978	CYACAE	pir	pir_87_NB	NA	NA	first	first	16/05/1978	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
51	1978_pir_89_1	PIR	1978	CYACAE	pir	pir_89_NB	NA	NA	first	first	16/05/1978	NA	7	NA	08/06/1978	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
52	1978_pir_96_1	PIR	1978	CYACAE	pir	pir_96_NB	NA	NA	first	first	17/05/1978	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
53	1978_pir_91_1	PIR	1978	CYACAE	pir	pir_91_NB	NA	NA	first	first	18/05/1978	NA	6	NA	06/06/1978	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
54	1978_pir_97_1	PIR	1978	CYACAE	pir	pir_97_NB	NA	NA	first	first	19/05/1978	NA	5	NA	07/06/1978	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
55	1978_pir_50_1	PIR	1978	CYACAE	pir	pir_50_NB	NA	NA	first	first	21/05/1978	NA	4	NA	09/06/1978	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
56	1978_pir_92_1	PIR	1978	CYACAE	pir	pir_92_NB	NA	NA	first	first	21/05/1978	NA	4	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
57	1978_pir_103_1	PIR	1978	CYACAE	pir	pir_103_NB	NA	NA	first	first	23/05/1978	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
58	1978_pir_93_1	PIR	1978	CYACAE	pir	pir_93_NB	NA	NA	first	first	27/05/1978	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
59	1978_pir_35_1	PIR	1978	CYACAE	pir	pir_35_NB	NA	NA	first	first	01/06/1978	NA	8	NA	22/06/1978	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
60	1978_pir_47_1	PIR	1978	CYACAE	pir	pir_47_NB	NA	NA	first	first	01/06/1978	NA	7	NA	19/06/1978	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
61	1978_pir_86_1	PIR	1978	CYACAE	pir	pir_86_NB	NA	NA	first	first	01/06/1978	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
62	1978_pir_69_3	PIR	1978	CYACAE	pir	pir_69_NB	NA	NA	replacement	replacement	03/06/1978	NA	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
63	1978_pir_78_3	PIR	1978	CYACAE	pir	pir_78_NB	NA	NA	replacement	replacement	05/06/1978	NA	3	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
64	1978_pir_2_1	PIR	1978	PERATE	pir	pir_2_NB	NA	NA	first	first	17/04/1978	NA	5	NA	10/05/1978	NA	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
65	1978_pir_5_1	PIR	1978	PERATE	pir	pir_5_NB	NA	NA	first	first	30/04/1978	NA	7	NA	21/05/1978	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
66	1978_pir_72_1	PIR	1978	PERATE	pir	pir_72_NB	NA	NA	first	first	02/05/1978	NA	5	NA	21/05/1978	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
67	1978_pir_68_1	PIR	1978	PERATE	pir	pir_68_NB	NA	NA	first	first	13/05/1978	NA	4	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
68	1978_pir_120_1	PIR	1978	PERATE	pir	pir_120_NB	NA	NA	first	first	15/05/1978	NA	4	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
69	1978_pir_46_3	PIR	1978	PERATE	pir	pir_46_NB	NA	NA	replacement	replacement	18/05/1978	NA	11	NA	NA	NA	11	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
70	1978_pir_98_3	PIR	1978	PERATE	pir	pir_98_NB	NA	NA	replacement	replacement	19/05/1978	NA	6	NA	07/06/1978	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
71	1979_pir_47_1	PIR	1979	CYACAE	pir	pir_47_NB	2563263	NA	first	first	09/05/1979	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
72	1979_pir_89_1	PIR	1979	CYACAE	pir	pir_89_NB	2563273	NA	first	first	15/05/1979	NA	7	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
73	1979_pir_37_1	PIR	1979	CYACAE	pir	pir_37_NB	2563274	2310927	first	first	19/05/1979	NA	7	NA	08/06/1979	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
74	1979_pir_5_1	PIR	1979	CYACAE	pir	pir_5_NB	2564129	2564128	first	first	17/05/1979	NA	8	NA	08/06/1979	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
75	1979_pir_85_1	PIR	1979	CYACAE	pir	pir_85_NB	2564130	NA	first	first	19/05/1979	NA	6	NA	15/06/1979	NA	6	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
76	1979_pir_99_1	PIR	1979	CYACAE	pir	pir_99_NB	NA	NA	first	first	13/05/1979	NA	6	NA	04/06/1979	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
77	1979_pir_6_1	PIR	1979	CYACAE	pir	pir_6_NB	NA	NA	first	first	20/05/1979	NA	7	NA	10/06/1979	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
78	1979_pir_93_1	PIR	1979	CYACAE	pir	pir_93_NB	NA	NA	first	first	20/05/1979	NA	8	NA	09/06/1979	NA	8	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
79	1979_pir_95_1	PIR	1979	CYACAE	pir	pir_95_NB	NA	NA	first	first	22/05/1979	NA	5	NA	10/06/1979	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
80	1979_pir_3_1	PIR	1979	CYACAE	pir	pir_3_NB	NA	2564127	first	first	25/05/1979	NA	6	NA	12/06/1979	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
81	1979_pir_101_1	PIR	1979	CYACAE	pir	pir_101_NB	NA	NA	first	first	27/05/1979	NA	4	NA	14/06/1979	NA	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
82	1979_pir_70_3	PIR	1979	CYACAE	pir	pir_70_NB	NA	NA	replacement	replacement	11/06/1979	NA	4	NA	29/06/1979	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
83	1979_pir_49_1	PIR	1979	PARMAJ	pir	pir_49_NB	2563271	NA	first	first	11/05/1979	NA	7	NA	29/05/1979	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
84	1979_pir_44_1	PIR	1979	PARMAJ	pir	pir_44_NB	NA	NA	first	first	25/05/1979	NA	7	NA	12/06/1979	NA	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
85	1979_pir_2_1	PIR	1979	PERATE	pir	pir_2_NB	2563251	2563254	first	first	18/04/1979	NA	6	NA	06/05/1979	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
86	1979_pir_74_1	PIR	1979	PERATE	pir	pir_74_NB	2563252	2563255	first	first	22/04/1979	NA	6	NA	07/05/1979	NA	6	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
87	1979_pir_115_1	PIR	1979	PERATE	pir	pir_115_NB	2563253	NA	first	first	02/05/1979	NA	5	NA	21/05/1979	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
88	1979_pir_100_1	PIR	1979	PERATE	pir	pir_100_NB	2563269	NA	first	first	12/05/1979	NA	5	NA	30/05/1979	NA	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
89	1979_pir_119_3	PIR	1979	PERATE	pir	pir_119_NB	2563272	NA	replacement	first	12/05/1979	NA	5	NA	30/05/1979	NA	5	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
90	1979_pir_4_1	PIR	1979	PERATE	pir	pir_4_NB	NA	NA	first	first	27/04/1979	NA	7	NA	10/05/1979	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
91	1979_pir_68_3	PIR	1979	PERATE	pir	pir_68_NB	NA	NA	replacement	replacement	28/05/1979	NA	8	NA	20/06/1979	NA	8	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
92	1980_pir_47_1	PIR	1980	CYACAE	pir	pir_47_NB	2563341	2310911	first	first	13/05/1980	NA	5	NA	31/05/1980	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
93	1980_pir_91_1	PIR	1980	CYACAE	pir	pir_91_NB	2563345	2563354	first	first	17/05/1980	NA	5	NA	05/06/1980	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
94	1980_pir_75_1	PIR	1980	CYACAE	pir	pir_75_NB	2563346	2563347	first	first	16/05/1980	NA	7	NA	05/06/1980	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
95	1980_pir_107_1	PIR	1980	CYACAE	pir	pir_107_NB	2563368	NA	first	first	21/05/1980	NA	6	NA	10/06/1980	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
96	1980_pir_98_1	PIR	1980	CYACAE	pir	pir_98_NB	2563398	NA	first	first	25/05/1980	NA	7	NA	15/06/1980	NA	5	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
97	1980_pir_115_1	PIR	1980	CYACAE	pir	pir_115_NB	2563407	NA	first	first	10/05/1980	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
98	1980_pir_36_3	PIR	1980	CYACAE	pir	pir_36_NB	2563407	NA	replacement	replacement	30/05/1980	NA	5	NA	17/06/1980	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
99	1980_pir_5_1	PIR	1980	CYACAE	pir	pir_5_NB	2564129	2563353	first	first	13/05/1980	NA	7	NA	02/06/1980	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
100	1980_pir_79_1	PIR	1980	CYACAE	pir	pir_79_NB	2564130	2563343	first	first	13/05/1980	NA	6	NA	02/06/1980	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
101	1980_pir_102_1	PIR	1980	CYACAE	pir	pir_102_NB	NA	NA	first	first	14/05/1980	NA	6	NA	03/06/1980	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
102	1980_pir_37_1	PIR	1980	CYACAE	pir	pir_37_NB	NA	NA	first	first	16/05/1980	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
103	1980_pir_86_1	PIR	1980	CYACAE	pir	pir_86_NB	NA	NA	first	first	21/05/1980	NA	7	NA	09/06/1980	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
104	1980_pir_105_1	PIR	1980	CYACAE	pir	pir_105_NB	NA	NA	first	first	25/05/1980	NA	6	NA	13/06/1980	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
105	1980_pir_89_1	PIR	1980	CYACAE	pir	pir_89_NB	NA	NA	first	first	30/05/1980	NA	7	NA	20/06/1980	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
106	1980_pir_37_3	PIR	1980	CYACAE	pir	pir_37_NB	NA	NA	replacement	first	04/06/1980	NA	4	NA	21/06/1980	NA	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
107	1980_pir_70_3	PIR	1980	CYACAE	pir	pir_70_NB	NA	NA	replacement	first	09/06/1980	NA	5	NA	27/06/1980	NA	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
108	1980_pir_119_3	PIR	1980	CYACAE	pir	pir_119_NB	NA	NA	replacement	first	09/06/1980	NA	5	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
109	1980_pir_0_1	PIR	1980	PARMAJ	pir	pir_0_NB	NA	NA	first	first	11/05/1980	NA	7	NA	30/05/1980	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
110	1980_pir_49_1	PIR	1980	PARMAJ	pir	pir_49_NB	NA	NA	first	first	20/05/1980	NA	6	NA	10/06/1980	NA	6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
111	1980_pir_112_1	PIR	1980	PERATE	pir	pir_112_NB	2563253	2563334	first	first	25/04/1980	NA	5	NA	14/05/1980	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
112	1980_pir_46_3	PIR	1980	PERATE	pir	pir_46_NB	2563342	NA	replacement	first	14/05/1980	NA	5	NA	02/06/1980	NA	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
113	1980_pir_80_1	PIR	1980	PERATE	pir	pir_80_NB	NA	NA	first	first	18/04/1980	NA	7	NA	11/05/1980	NA	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA
114	1980_pir_110_1	PIR	1980	PERATE	pir	pir_110_NB	NA	NA	first	first	19/04/1980	NA	5	NA	10/05/1980	NA	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
115	1980_pir_4_1	PIR	1980	PERATE	pir	pir_4_NB	NA	NA	first	first	04/05/1980	NA	4	NA	NA	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
116	1980_pir_69_3	PIR	1980	PERATE	pir	pir_69_NB	NA	NA	replacement	first	15/05/1980	NA	6	NA	05/06/1980	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
117	1981_pir_44_1	PIR	1981	CYACAE	pir	pir_44_NB	2546612	NA	first	first	17/05/1981	NA	5	NA	06/06/1981	NA	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
118	1981_pir_105_1	PIR	1981	CYACAE	pir	pir_105_NB	2546616	NA	first	first	13/05/1981	NA	6	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
119	1981_pir_80_1	PIR	1981	CYACAE	pir	pir_80_NB	2546643	2546628	first	first	09/05/1981	NA	5	NA	07/06/1981	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
120	1981_pir_110_1	PIR	1981	CYACAE	pir	pir_110_NB	2546644	2546650	first	first	14/05/1981	NA	6	NA	05/06/1981	NA	6	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
121	1981_pir_2_1	PIR	1981	CYACAE	pir	pir_2_NB	2546651	2709096	first	first	09/05/1981	NA	6	NA	27/05/1981	NA	6	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
122	1981_pir_102_1	PIR	1981	CYACAE	pir	pir_102_NB	2563270	NA	first	first	15/05/1981	NA	6	NA	02/06/1981	NA	3	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA
123	1981_pir_75_1	PIR	1981	CYACAE	pir	pir_75_NB	2563346	NA	first	first	12/05/1981	NA	8	NA	04/06/1981	NA	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
124	1981_pir_46_1	PIR	1981	CYACAE	pir	pir_46_NB	2563398	NA	first	first	22/05/1981	NA	7	NA	10/06/1981	NA	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
125	1981_pir_108_1	PIR	1981	CYACAE	pir	pir_108_NB	2563407	NA	first	first	20/05/1981	NA	7	NA	09/06/1981	NA	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
126	1981_pir_85_3	PIR	1981	CYACAE	pir	pir_85_NB	2563450	NA	replacement	NA	NA	NA	6	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
127	1981_pir_79_1	PIR	1981	CYACAE	pir	pir_79_NB	2564130	NA	first	first	07/05/1981	NA	7	NA	27/05/1981	NA	7	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
128	1981_pir_112_1	PIR	1981	CYACAE	pir	pir_112_NB	NA	NA	first	first	27/04/1981	NA	7	NA	20/05/1981	NA	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA
